PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Rama, Teppo; Davey, Marie L.; Norden, Jenni; Halvorsen, Rune; Blaalid, Rakel; Mathiassen, Geir H.; Alsos, Inger G.; Kauserud, Havard								Fungi Sailing the Arctic Ocean: Speciose Communities in North Atlantic Driftwood as Revealed by High-Throughput Amplicon Sequencing								MICROBIAL ECOLOGY				72	2			295	304		10.1007/s00248-016-0778-9			AUG 2016	2016										4							WOS:000379708500004		
J	Angel, Roey; Conrad, Ralf; Dvorsky, Miroslav; Kopecky, Martin; Kotilinek, Milan; Hiiesalu, Inga; Schweingruber, Fritz; Dolezal, Jiri								The Root-Associated Microbial Community of the World's Highest Growing Vascular Plants								MICROBIAL ECOLOGY				72	2			394	406		10.1007/s00248-016-0779-8			AUG 2016	2016										7							WOS:000379708500012		
J	Hubert, Jan; Kamler, Martin; Nesvorna, Marta; Ledvinka, Ondrej; Kopecky, Jan; Erban, Tomas								Comparison of Varroa destructor and Worker Honeybee Microbiota Within Hives Indicates Shared Bacteria								MICROBIAL ECOLOGY				72	2			448	459		10.1007/s00248-016-0776-y			AUG 2016	2016										5							WOS:000379708500017		
J	Sabino-Pinto, Joana; Bletz, Molly Catherine; Islam, Mohammed Mafizul; Shimizu, Norio; Bhuju, Sabin; Geffers, Robert; Jarek, Michael; Kurabayashi, Atsushi; Vences, Miguel								Composition of the Cutaneous Bacterial Community in Japanese Amphibians: Effects of Captivity, Host Species, and Body Region								MICROBIAL ECOLOGY				72	2			460	469		10.1007/s00248-016-0797-6			AUG 2016	2016										14							WOS:000379708500018		
J	Shahtahmassebi, Golnaz; Moyeed, Rana								An application of the generalized Poisson difference distribution to the Bayesian modelling of football scores								STATISTICA NEERLANDICA				70	3			260	273		10.1111/stan.12087			AUG 2016	2016										0							WOS:000379951300004		
J	Datry, Thibault; Pella, Herve; Leigh, Catherine; Bonada, Nuria; Hugueny, Bernard								A landscape approach to advance intermittent river ecology								FRESHWATER BIOLOGY				61	8			1200	1213		10.1111/fwb.12645			AUG 2016	2016										36							WOS:000379953800003		
J	Welter, Jill R.; Fisher, Stuart G.								The influence of storm characteristics on hydrological connectivity in intermittent channel networks: implications for nitrogen transport and denitrification								FRESHWATER BIOLOGY				61	8			1214	1227		10.1111/fwb.12734			AUG 2016	2016										4							WOS:000379953800004		
J	Stromberg, Juliet C.; Merritt, David M.								Riparian plant guilds of ephemeral, intermittent and perennial rivers								FRESHWATER BIOLOGY				61	8			1259	1275		10.1111/fwb.12686			AUG 2016	2016										13							WOS:000379953800007		
J	Corti, Roland; Datry, Thibault								Terrestrial and aquatic invertebrates in the riverbed of an intermittent river: parallels and contrasts in community organisation								FRESHWATER BIOLOGY				61	8			1308	1320		10.1111/fwb.12692			AUG 2016	2016										24							WOS:000379953800010		
J	Whitney, James E.; Gido, Keith B.; Martin, Erika C.; Hase, Kristen J.								The first to arrive and the last to leave: colonisation and extinction dynamics of common and rare fishes in intermittent prairie streams								FRESHWATER BIOLOGY				61	8			1321	1334		10.1111/fwb.12668			AUG 2016	2016										5							WOS:000379953800011		
J	Datry, Thibault; Moya, Nabor; Zubieta, Jose; Oberdorff, Thierry								Determinants of local and regional communities in intermittent and perennial headwaters of the Bolivian Amazon								FRESHWATER BIOLOGY				61	8			1335	1349		10.1111/fwb.12706			AUG 2016	2016										18							WOS:000379953800012		
J	Rolls, Robert J.; Heino, Jani; Chessman, Bruce C.								Unravelling the joint effects of flow regime, climatic variability and dispersal mode on beta diversity of riverine communities								FRESHWATER BIOLOGY				61	8			1350	1364		10.1111/fwb.12793			AUG 2016	2016										5							WOS:000379953800013		
J	Chatzikonstantinou, Ioannis; Sariyildiz, Sevil								Approximation of simulation-derived visual comfort indicators in office spaces: a comparative study in machine learning								ARCHITECTURAL SCIENCE REVIEW				59	4			307	322		10.1080/00038628.2015.1072705			AUG 2016	2016										0							WOS:000379767600005		
J	Cortis, Kelvin; Liotta, Rosa; Miraglia, Roberto; Caruso, Settimo; Tuzzolino, Fabio; Luca, Angelo								Incorporating the hepatobiliary phase of gadobenate dimeglumine-enhanced MRI in the diagnosis of hepatocellular carcinoma: increasing the sensitivity without compromising specificity								ACTA RADIOLOGICA				57	8			923	931		10.1177/0284185115616291			AUG 2016	2016										2							WOS:000380066800008		
J	AlObaidy, Mamdoh; Ramalho, Miguel; Busireddy, Kiran K. R.; Dale, Brian M.; Burke, Lauren M.; Altun, Ersan; Liu, Baodong; Semelka, Richard C.								Surrogate arterial phase imaging using a long duration (approximate to 1.5 min) radial acquisition TI-weighted sequence: an alternative in patients unable to breath-hold								ACTA RADIOLOGICA				57	8			955	963		10.1177/0284185115616294			AUG 2016	2016										0							WOS:000380066800012		
J	Saelid, Gry Anette; Czajkowski, Nikolai Olavi; Holte, Arne; Tambs, Kristian; Aaro, Leif Edvard								Coping With Strain (CWS) course - its effects on depressive symptoms: A four-year longitudinal randomized controlled trial								SCANDINAVIAN JOURNAL OF PSYCHOLOGY				57	4			321	327		10.1111/sjop.12289			AUG 2016	2016										2							WOS:000379940000008		
J	Guerra de Toledo, Maria Luiza; Freitas, Marta A.; Colosimo, Enrico A.; Gilardoni, Gustavo L.								Optimal periodic maintenance policy under imperfect repair: A case study on the engines of off-road vehicles								IIE TRANSACTIONS				48	8			747	758		10.1080/0740817X.2016.1147663			AUG 2016	2016										3							WOS:000379943000005		
J	Abdalla, E. A.; Penagaricano, F.; Byrem, T. M.; Weigel, K. A.; Rosa, G. J. M.								Genome-wide association mapping and pathway analysis of leukosis incidence in a US Holstein cattle population								ANIMAL GENETICS				47	4			395	407		10.1111/age.12438			AUG 2016	2016										6							WOS:000379936600001		
J	Olive, L. S.; Telford, R. M.; Byrne, D. G.; Abhayaratna, W. P.; Telford, R. D.								Psychological distress leads to reduced physical activity and fitness in children: the Australian longitudinal LOOK study								JOURNAL OF BEHAVIORAL MEDICINE				39	4			587	598		10.1007/s10865-016-9723-0			AUG 2016	2016										3							WOS:000379921400004		
J	Timm, Brad C.; McGarigal, Kevin; Cushman, Samuel A.; Ganey, Joseph L.								Multi-scale Mexican spotted owl (Strix occidentalis lucida) nest/roost habitat selection in Arizona and a comparison with single-scale modeling results								LANDSCAPE ECOLOGY				31	6			1209	1225		10.1007/s10980-016-0371-0			AUG 2016	2016										8							WOS:000380004300005		
J	Mateo-Sanchez, Maria C.; Gaston, Aitor; Ciudad, Carlos; Garcia-Vinas, Juan I.; Cuevas, Jorge; Lopez-Leiva, Cesar; Fernandez-Landa, Alfredo; Algeet-Abarquero, Nur; Marchamalo, Miguel; Fortin, Marie-Josee; Saura, Santiago								Seasonal and temporal changes in species use of the landscape: how do they impact the inferences from multi-scale habitat modeling?								LANDSCAPE ECOLOGY				31	6			1261	1276		10.1007/s10980-015-0324-z			AUG 2016	2016										4							WOS:000380004300008		
J	Zeller, Katherine A.; McGarigal, Kevin; Cushman, Samuel A.; Beier, Paul; Vickers, T. Winston; Boyce, Walter M.								Using step and path selection functions for estimating resistance to movement: pumas as a case study								LANDSCAPE ECOLOGY				31	6			1319	1335		10.1007/s10980-015-0301-6			AUG 2016	2016										23							WOS:000380004300011		
J	Krishnamurthy, Ramesh; Cushman, Samuel A.; Sarkar, Mriganka S.; Malviya, Manjari; Naveen, Moorthy; Johnson, Jeyaraj A.; Sen, Subharanjan								Multi-scale prediction of landscape resistance for tiger dispersal in central India								LANDSCAPE ECOLOGY				31	6			1355	1368		10.1007/s10980-016-0363-0			AUG 2016	2016										9							WOS:000380004300013		
J	Roeykens, Herman J. J.; Deschepper, Ellen; De Moor, Roeland J. G.								Laser Doppler flowmetry: reproducibility, reliability, and diurnal blood flow variations								LASERS IN MEDICAL SCIENCE				31	6			1083	1092		10.1007/s10103-016-1953-4			AUG 2016	2016										1							WOS:000379849500006		
J	Crees, Jennifer J.; Collins, Amy C.; Stephenson, P. J.; Meredith, Helen M. R.; Young, Richard P.; Howe, Caroline; Price, Mark R. Stanley; Turvey, Samuel T.								A comparative approach to assess drivers of success in mammalian conservation recovery programs								CONSERVATION BIOLOGY				30	4			694	705		10.1111/cobi.12652			AUG 2016	2016										6							WOS:000379947700003		
J	Audzijonyte, Asta; Kuparinen, Anna								The role of life histories and trophic interactions in population recovery								CONSERVATION BIOLOGY				30	4			734	743		10.1111/cobi.12651			AUG 2016	2016										4							WOS:000379947700007		
J	Jimenez, Jose; Garcia, Emilio J.; Llaneza, Luis; Palacios, Vicente; Mariano Gonzalez, Luis; Garcia-Dominguez, Francisco; Munoz-Igualada, Jaime; Vicente Lopez-Bao, Jose								Multimethod, multistate Bayesian hierarchical modeling approach for use in regional monitoring of wolves								CONSERVATION BIOLOGY				30	4			883	893		10.1111/cobi.12685			AUG 2016	2016										3							WOS:000379947700021		
J	Serinaldi, Francesco								Can we tell more than we can know? The limits of bivariate drought analyses in the United States								STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT				30	6			1691	1704		10.1007/s00477-015-1124-3			AUG 2016	2016										18							WOS:000379753200010		
J	Cheng, Phillip M.								Patient Vertical Centering and Correlation with Radiation Output in Adult Abdominopelvic CT								JOURNAL OF DIGITAL IMAGING				29	4			428	437		10.1007/s10278-016-9861-5			AUG 2016	2016										3							WOS:000379751200004		
J	Escalle, Lauriane; Gaertner, Daniel; Chavance, Pierre; Delgado de Molina, Alicia; Ariz, Javier; Merigot, Bastien								Consequences of fishing moratoria on catch and bycatch: the case of tropical tuna purse-seiners and whale and whale shark associated sets								BIODIVERSITY AND CONSERVATION				25	9			1637	1659		10.1007/s10531-016-1146-2			AUG 2016	2016										0							WOS:000379853300003		
