PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Tejedor-Garavito, Natalia; Dlamini, Nomcebo; Pindolia, Deepa; Soble, Adam; Ruktanonchai, Nick W.; Alegana, Victor; Le Menach, Arnaud; Ntshalintshali, Nyasatu; Dlamini, Bongani; Smith, David L.; Tatem, Andrew J.; Kunene, Simon								Travel patterns and demographic characteristics of malaria cases in Swaziland, 2010-2014								MALARIA JOURNAL				16						359				SEP 8 2017	2017																			
J	Lopez-Escardo, David; Grau-Bove, Xavier; Guillaumet-Adkins, Amy; Gut, Marta; Sieracki, Michael E.; Ruiz-Trillo, Inaki								Evaluation of single-cell genomics to address evolutionary questions using three SAGs of the choanoflagellate Monosiga brevicollis								SCIENTIFIC REPORTS				7						11025				SEP 8 2017	2017																			
J	Reiter, Andrea M. F.; Kanske, Philipp; Eppinger, Ben; Li, Shu-Chen								The Aging of the Social Mind - Differential Effects on Components of Social Understanding								SCIENTIFIC REPORTS				7						11046				SEP 8 2017	2017																			
J	Martin, Andres; Sfer, Ana M.; D'Urso Villar, Marcela A.; Barraza, Jose F.								Position Affects Performance in Multiple-Object Tracking in Rugby Union Players								FRONTIERS IN PSYCHOLOGY				8						1494				SEP 8 2017	2017																			
J	Potgieter, Andries B.; George-Jaeggli, Barbara; Chapman, Scott C.; Laws, Kenneth; Cadavid, Luz A. Suarez; Wixted, Jemima; Watson, James; Eldridge, Mark; Jordan, David R.; Hammer, Graeme L.								Multi-Spectral Imaging from an Unmanned Aerial Vehicle Enables the Assessment of Seasonal Leaf Area Dynamics of Sorghum Breeding Lines								FRONTIERS IN PLANT SCIENCE				8						1532				SEP 8 2017	2017																			
J	Kang, Hongling; Nakae, Aya; Ito, Hiroshi; Vitayaburananont, Piyasak; Minamoto, Takehiro; Ikeda, Takashi; Osaka, Mariko; Mashimo, Takashi; Fujino, Yuji; Hagihira, Satoshi								Effects of sedation on subjective perception of pain intensity and autonomic nervous responses to pain: A preliminary study								PLOS ONE				12	9					e0183635				SEP 7 2017	2017																			
J	Tucker, Patricia; Vanderloo, Leigh M.; Johnson, Andrew M.; Burke, Shauna M.; Irwin, Jennifer D.; Gaston, Anca; Driediger, Molly; Timmons, Brian W.								Impact of the Supporting Physical Activity in the Childcare Environment (SPACE) intervention on preschoolers' physical activity levels and sedentary time: a single-blind cluster randomized controlled trial								INTERNATIONAL JOURNAL OF BEHAVIORAL NUTRITION AND PHYSICAL ACTIVITY				14						120				SEP 7 2017	2017																			
J	Bohn, Manuel; Allritz, Matthias; Call, Josep; Voelter, Christoph J.								Information seeking about tool properties in great apes								SCIENTIFIC REPORTS				7						10923				SEP 7 2017	2017																			
J	Denninghoff, V.; Olivieri, E. H. R.; Fresno, C.; Uceda, A.; Mota, L.; Suenaga, A. P.; Carraro, D. M.; Martins, V. R.; Avagnina, A.; Soares, F. A.; Froes Marques Campos, A. H. J.								Tissue alkalosis in cold-ischemia time								SCIENTIFIC REPORTS				7						10867				SEP 7 2017	2017																			
J	Kraemer, Benjamin M.; Mehner, Thomas; Adrian, Rita								Reconciling the opposing effects of warming on phytoplankton biomass in 188 large lakes								SCIENTIFIC REPORTS				7						10762				SEP 7 2017	2017																			
J	Sih, Tiffany L.; Cappo, Mike; Kingsford, Michael								Deep-reef fish assemblages of the Great Barrier Reef shelf-break (Australia)								SCIENTIFIC REPORTS				7						10886				SEP 7 2017	2017																			
J	Tonin, Alan M.; Goncalves, Jose F., Jr.; Bambi, Paulino; Couceiro, Sheyla R. M.; Feitoza, Lorrane A. M.; Fontana, Lucas E.; Hamada, Neusa; Hepp, Luiz U.; Lezan-Kowalczuk, Vania G.; Leite, Gustavo F. M.; Lemes-Silva, Aurea L.; Lisboa, Leonardo K.; Loureiro, Rafael C.; Martins, Renato T.; Medeiros, Adriana O.; Morais, Paula B.; Moretto, Yara; Oliveria, Patricia C. A.; Pereira, Evelyn B.; Ferreira, Lidiane P.; Perez, Javier; Petrucio, Mauricio M.; Reis, Deusiano F.; Rezende, Renan S.; Roque, Nadia; Santos, Luiz E. P.; Siegloch, Ana E.; Tonello, Gabriela; Boyero, Luz								Plant litter dynamics in the forest-stream interface: precipitation is a major control across tropical biomes								SCIENTIFIC REPORTS				7						10799				SEP 7 2017	2017																			
J	Wipperman, Matthew F.; Fitzgerald, Daniel W.; Juste, Marc Antoine Jean; Taur, Ying; Namasivayam, Sivaranjani; Sher, Alan; Bean, James M.; Bucci, Vanni; Glickman, Michael S.								Antibiotic treatment for Tuberculosis induces a profound dysbiosis of the microbiome that persists long after therapy is completed								SCIENTIFIC REPORTS				7						10767				SEP 7 2017	2017																			
J	Cerri, Martina; Sapkota, Rumakanta; Coppi, Andrea; Ferri, Valentina; Foggi, Bruno; Gigante, Daniela; Lastrucci, Lorenzo; Selvaggi, Roberta; Venanzoni, Roberto; Nicolaisen, Mogens; Ferranti, Francesco; Reale, Lara								Oomycete Communities Associated with Reed Die-Back Syndrome								FRONTIERS IN PLANT SCIENCE				8						1550				SEP 7 2017	2017																			
J	Ottl, Anton; Behne, Dawn M.								Assessing the Formation of Experience-Based Gender Expectations in an Implicit Learning Scenario								FRONTIERS IN PSYCHOLOGY				8						1485				SEP 7 2017	2017																			
J	Andersen, Peter Refsing; Tirian, Laszlo; Vunjak, Milica; Rennecke, Julius B.								A heterochromatin-dependent transcription machinery drives piRNA expression								NATURE				549	7670			54	+					SEP 7 2017	2017																			
J	Bistai, Damber; Shrestha, Saroj; Kunwar, Ajaya Jang; Acharya, Sakshi; Jnawali, Shant Raj; Acharya, Krishna Prasad								Status of gastrointestinal parasites in Red Panda of Nepal								PEERJ				5						e3767				SEP 6 2017	2017																			
J	Jurado, Carlos D.; Mabragana, Ezequiel; Diaz De Astarloa, Juan Martin								Morphological variation in a conservative structure: the scapulocoracoids in Sympterygia acuta Garman, 1837 and Sympterygia bonapartii Muller & Henle, 1841 (Chondrichthyes: Rajidae)								ZOOTAXA				4318	1			157	166					SEP 6 2017	2017																			
J	Lubock, Nathan B.; Zhang, Di; Sidore, Angus M.; Church, George M.; Kosuri, Sriram								A systematic comparison of error correction enzymes by next-generation sequencing								NUCLEIC ACIDS RESEARCH				45	15			9206	9217					SEP 6 2017	2017																			
J	Costanza, Jennifer K.; Coulston, John W.; Wear, David N.								An empirical, hierarchical typology of tree species assemblages for assessing forest dynamics under global change scenarios								PLOS ONE				12	9					e0184062				SEP 6 2017	2017																			
J	Le, Nicole K.; Riggi, Emilia; Marrone, Gaetano; Tam Van Vu; Izurieta, Ricardo O.; Chuc Kim Thi Nguyen; Larsson, Mattias; Cuong Duy Do								Assessment of WHO criteria for identifying ART treatment failure in Vietnam from 2007 to 2011								PLOS ONE				12	9					e0182688				SEP 6 2017	2017																			
J	Skare, Oivind; Gjessing, Hakon K.; Gjerdevik, Miriam; Haaland, Oystein A.; Romanowska, Julia; Lie, Rolv T.; Jugessur, Astanand								A new approach to chromosome-wide analysis of X-linked markers identifies new associations in Asian and European case-parent triads of orofacial clefts								PLOS ONE				12	9					e0183772				SEP 6 2017	2017																			
J	Gos, Francielly M. W. R.; Savi, Daiani C.; Shaaban, Khaled A.; Thorson, Jon S.; Aluizio, Rodrigo; Possiede, Yvelise M.; Rohr, Jurgen; Glienke, Chirlei								Antibacterial Activity of Endophytic Actinomycetes Isolated from the Medicinal Plant Vochysia divergens (Pantanal, Brazil)								FRONTIERS IN MICROBIOLOGY				8						1642				SEP 6 2017	2017																			
